Depth,Temp,Sal,,,,,,,,,,,,,,,,,
1780,3.88,34.99,,,,,,,,,,,,,,,,,
1782,3.88,34.99,,,,,,,,,,,,,,,,,
1784,3.93,34.99,,,,,,,,,,,,,,,,,
1786,3.88,34.99,,,,,,,,,,,,,,,,,
1788,3.88,34.99,,,,,,,,,,,,,,,,,
1790,3.9,34.99,,,,,,,,,,,,,,,,,
1792,3.84,34.99,,,,,,,,,,,,,,,,,
1793,3.87,34.99,,,,,,,,,,,,,,,,,
1794,3.83,34.99,,,,,,,,,,,,,,,,,
1795,3.87,34.99,,,,,,,,,,,,,,,,,
1796,3.82,34.99,,,,,,,,,,,,,,,,,
1797,3.9,34.99,,,,,,,,,,,,,,,,,
1798,3.87,34.99,,,,,,,,,,,,,,,,,
1799,3.87,34.99,,,,,,,,,,,,,,,,,
1801,3.86,34.99,,,,,,,,,,,,,,,,,
1803,3.88,34.99,,,,,,,,,,,,,,,,,
1805,3.8,34.99,,,,,,,,,,,,,,,,,
1807,3.86,34.99,,,,,,,,,,,,,,,,,
1809,3.85,34.99,,,,,,,,,,,,,,,,,
1811,3.85,34.99,,,,,,,,,,,,,,,,,
1813,3.85,34.99,,,,,,,,,,,,,,,,,
1815,3.85,34.99,,,,,,,,,,,,,,,,,
1817,3.86,34.99,,,,,,,,,,,,,,,,,
1819,3.78,34.99,,,,,,,,,,,,,,,,,
1821,3.83,34.99,,,,,,,,,,,,,,,,,
1823,3.83,34.99,,,,,,,,,,,,,,,,,
1825,3.82,34.99,,,,,,,,,,,,,,,,,
1827,3.82,34.98,,,,,,,,,,,,,,,,,
1829,3.82,34.99,,,,,,,,,,,,,,,,,
1831,3.81,34.98,,,,,,,,,,,,,,,,,
1833,3.75,34.99,,,,,,,,,,,,,,,,,
1835,3.81,34.98,,,,,,,,,,,,,,,,,
1837,3.81,34.98,,,,,,,,,,,,,,,,,
1839,3.83,34.99,,,,,,,,,,,,,,,,,
1841,3.81,34.98,,,,,,,,,,,,,,,,,
1843,3.8,34.98,,,,,,,,,,,,,,,,,
1845,3.8,34.98,,,,,,,,,,,,,,,,,
1847,3.79,34.98,,,,,,,,,,,,,,,,,
1849,3.79,34.98,,,,,,,,,,,,,,,,,
1851,3.8,34.98,,,,,,,,,,,,,,,,,
1853,3.72,34.98,,,,,,,,,,,,,,,,,
1855,3.79,34.98,,,,,,,,,,,,,,,,,
1857,3.79,34.98,,,,,,,,,,,,,,,,,
1859,3.71,34.98,,,,,,,,,,,,,,,,,
1861,3.78,34.98,,,,,,,,,,,,,,,,,
1862,3.71,34.98,,,,,,,,,,,,,,,,,
1863,3.78,34.98,,,,,,,,,,,,,,,,,
1864,3.78,34.98,,,,,,,,,,,,,,,,,
1865,3.77,34.98,,,,,,,,,,,,,,,,,
1866,3.76,34.98,,,,,,,,,,,,,,,,,
1867,3.78,34.98,,,,,,,,,,,,,,,,,
1868,3.76,34.98,,,,,,,,,,,,,,,,,
1870,3.77,34.98,,,,,,,,,,,,,,,,,
1872,3.7,34.98,,,,,,,,,,,,,,,,,
1874,3.74,34.98,,,,,,,,,,,,,,,,,
1876,3.74,34.98,,,,,,,,,,,,,,,,,
1878,3.75,34.98,,,,,,,,,,,,,,,,,
1880,3.75,34.98,,,,,,,,,,,,,,,,,
1882,3.68,34.98,,,,,,,,,,,,,,,,,
1884,3.74,34.98,,,,,,,,,,,,,,,,,
1886,3.74,34.98,,,,,,,,,,,,,,,,,
1888,3.72,34.98,,,,,,,,,,,,,,,,,
1890,3.73,34.98,,,,,,,,,,,,,,,,,
1892,3.67,34.98,,,,,,,,,,,,,,,,,
1894,3.72,34.98,,,,,,,,,,,,,,,,,
1896,3.71,34.98,,,,,,,,,,,,,,,,,
1898,3.66,34.98,,,,,,,,,,,,,,,,,
1900,3.66,34.98,,,,,,,,,,,,,,,,,
1902,3.71,34.98,,,,,,,,,,,,,,,,,
1904,3.71,34.98,,,,,,,,,,,,,,,,,
1906,3.71,34.98,,,,,,,,,,,,,,,,,
1908,3.71,34.98,,,,,,,,,,,,,,,,,
1910,3.71,34.98,,,,,,,,,,,,,,,,,
1912,3.71,34.98,,,,,,,,,,,,,,,,,
1914,3.7,34.98,,,,,,,,,,,,,,,,,
1916,3.69,34.98,,,,,,,,,,,,,,,,,
1918,3.7,34.98,,,,,,,,,,,,,,,,,
1920,3.69,34.98,,,,,,,,,,,,,,,,,
1922,3.68,34.98,,,,,,,,,,,,,,,,,
1924,3.69,34.98,,,,,,,,,,,,,,,,,
1926,3.63,34.98,,,,,,,,,,,,,,,,,
1928,3.67,34.98,,,,,,,,,,,,,,,,,
1929,3.68,34.98,,,,,,,,,,,,,,,,,
1930,3.67,34.98,,,,,,,,,,,,,,,,,
1931,3.63,34.98,,,,,,,,,,,,,,,,,
1932,3.67,34.98,,,,,,,,,,,,,,,,,
1933,3.62,34.98,,,,,,,,,,,,,,,,,
1935,3.62,34.98,,,,,,,,,,,,,,,,,
1937,3.67,34.98,,,,,,,,,,,,,,,,,
1939,3.62,34.98,,,,,,,,,,,,,,,,,
1941,3.65,34.98,,,,,,,,,,,,,,,,,
1943,3.66,34.98,,,,,,,,,,,,,,,,,
1945,3.6,34.98,,,,,,,,,,,,,,,,,
1947,3.64,34.98,,,,,,,,,,,,,,,,,
1949,3.6,34.98,,,,,,,,,,,,,,,,,
1951,3.6,34.98,,,,,,,,,,,,,,,,,
1953,3.63,34.98,,,,,,,,,,,,,,,,,
1955,3.63,34.98,,,,,,,,,,,,,,,,,
1957,3.64,34.98,,,,,,,,,,,,,,,,,
1959,3.62,34.98,,,,,,,,,,,,,,,,,
1961,3.62,34.98,,,,,,,,,,,,,,,,,
1963,3.63,34.98,,,,,,,,,,,,,,,,,
1965,3.58,34.98,,,,,,,,,,,,,,,,,
1967,3.62,34.98,,,,,,,,,,,,,,,,,
1969,3.63,34.98,,,,,,,,,,,,,,,,,
1971,3.57,34.98,,,,,,,,,,,,,,,,,
1973,3.61,34.98,,,,,,,,,,,,,,,,,
1975,3.6,34.98,,,,,,,,,,,,,,,,,
1977,3.62,34.98,,,,,,,,,,,,,,,,,
1979,3.6,34.98,,,,,,,,,,,,,,,,,
1981,3.6,34.98,,,,,,,,,,,,,,,,,
1983,3.59,34.98,,,,,,,,,,,,,,,,,
1985,3.55,34.98,,,,,,,,,,,,,,,,,
1987,3.61,34.98,,,,,,,,,,,,,,,,,
1989,3.61,34.98,,,,,,,,,,,,,,,,,
1990,3.61,34.98,,,,,,,,,,,,,,,,,
1991,3.54,34.98,,,,,,,,,,,,,,,,,
1992,3.61,34.98,,,,,,,,,,,,,,,,,
1993,3.58,34.98,,,,,,,,,,,,,,,,,
1995,3.58,34.98,,,,,,,,,,,,,,,,,
1996,3.58,34.98,,,,,,,,,,,,,,,,,
1998,3.58,34.98,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.52,,,,,#SPILL!
,,,,,,,,,,,,,,,,,,,#SPILL!
