Depth,Temp,Sal,,,,,,,,,,Depth,Temp,Sal,,,,Depth,Temperature,Sal
1126,5.81,34.99,,,,,,,,,,1126,5.81,35.51,,,,1126,2.81,34.99
1128,5.8,34.99,,,,,,,,,,1128,5.8,35.51,,,,1128,2.8,34.99
1130,5.8,34.99,,,,,,,,,,1130,5.8,35.51,,,,1130,2.8,34.99
1132,5.8,34.99,,,,,,,,,,1132,5.8,35.51,,,,1132,2.8,34.99
1134,5.79,34.99,,,,,,,,,,1134,5.79,35.51,,,,1134,2.79,34.99
1136,5.69,34.98,,,,,,,,,,1136,5.69,35.5,,,,1136,2.69,34.98
1138,5.78,34.99,,,,,,,,,,1138,5.78,35.51,,,,1138,2.78,34.99
1140,5.64,34.98,,,,,,,,,,1140,5.64,35.5,,,,1140,2.64,34.98
1142,5.77,34.99,,,,,,,,,,1142,5.77,35.51,,,,1142,2.77,34.99
1144,5.65,34.99,,,,,,,,,,1144,5.65,35.51,,,,1144,2.65,34.99
1146,5.64,34.98,,,,,,,,,,1146,5.64,35.5,,,,1146,2.64,34.98
1148,5.65,34.99,,,,,,,,,,1148,5.65,35.51,,,,1148,2.65,34.99
1150,5.64,34.99,,,,,,,,,,1150,5.64,35.51,,,,1150,2.64,34.99
1152,5.64,34.99,,,,,,,,,,1152,5.64,35.51,,,,1152,2.64,34.99
1154,5.63,34.99,,,,,,,,,,1154,5.63,35.51,,,,1154,2.63,34.99
1156,5.61,34.99,,,,,,,,,,1156,5.61,35.51,,,,1156,2.61,34.99
1158,5.59,34.99,,,,,,,,,,1158,5.59,35.51,,,,1158,2.59,34.99
1160,5.75,35.01,,,,,,,,,,1160,5.75,35.53,,,,1160,2.75,35.01
1162,5.74,35.01,,,,,,,,,,1162,5.74,35.53,,,,1162,2.74,35.01
1164,5.73,35.01,,,,,,,,,,1164,5.73,35.53,,,,1164,2.73,35.01
1166,5.59,35,,,,,,,,,,1166,5.59,35.52,,,,1166,2.59,35
1168,5.73,35.01,,,,,,,,,,1168,5.73,35.53,,,,1168,2.73,35.01
1170,5.71,35.01,,,,,,,,,,1170,5.71,35.53,,,,1170,2.71,35.01
1172,5.55,34.99,,,,,,,,,,1172,5.55,35.51,,,,1172,2.55,34.99
1174,5.55,35,,,,,,,,,,1174,5.55,35.52,,,,1174,2.55,35
1176,5.54,34.99,,,,,,,,,,1176,5.54,35.51,,,,1176,2.54,34.99
1178,5.66,35.01,,,,,,,,,,1178,5.66,35.53,,,,1178,2.66,35.01
1180,5.65,35.02,,,,,,,,,,1180,5.65,35.54,,,,1180,2.65,35.02
1182,5.64,35.02,,,,,,,,,,1182,5.64,35.54,,,,1182,2.64,35.02
1184,5.51,35,,,,,,,,,,1184,5.51,35.52,,,,1184,2.51,35
1185,5.62,35.02,,,,,,,,,,1185,5.62,35.54,,,,1185,2.62,35.02
1186,5.51,35,,,,,,,,,,1186,5.51,35.52,,,,1186,2.51,35
1187,5.6,35.02,,,,,,,,,,1187,5.6,35.54,,,,1187,2.6,35.02
1188,5.51,35,,,,,,,,,,1188,5.51,35.52,,,,1188,2.51,35
1190,5.59,35.02,,,,,,,,,,1190,5.59,35.54,,,,1190,2.59,35.02
1191,5.45,35,,,,,,,,,,1191,5.45,35.52,,,,1191,2.45,35
1192,5.58,35.02,,,,,,,,,,1192,5.58,35.54,,,,1192,2.58,35.02
1193,5.51,35.01,,,,,,,,,,1193,5.51,35.53,,,,1193,2.51,35.01
1194,5.56,35.01,,,,,,,,,,1194,5.56,35.53,,,,1194,2.56,35.01
1195,5.44,35,,,,,,,,,,1195,5.44,35.52,,,,1195,2.44,35
1196,5.55,35.01,,,,,,,,,,1196,5.55,35.53,,,,1196,2.55,35.01
1197,5.5,35.01,,,,,,,,,,1197,5.5,35.53,,,,1197,2.5,35.01
1198,5.55,35.01,,,,,,,,,,1198,5.55,35.53,,,,1198,2.55,35.01
1199,5.43,35,,,,,,,,,,1199,5.43,35.52,,,,1199,2.43,35
1201,5.54,35.01,,,,,,,,,,1201,5.54,35.53,,,,1201,2.54,35.01
1203,5.54,35.02,,,,,,,,,,1203,5.54,35.54,,,,1203,2.54,35.02
1205,5.49,35.01,,,,,,,,,,1205,5.49,35.53,,,,1205,2.49,35.01
1207,5.42,35,,,,,,,,,,1207,5.42,35.52,,,,1207,2.42,35
1209,5.42,35.01,,,,,,,,,,1209,5.42,35.53,,,,1209,2.42,35.01
1211,5.48,35.02,,,,,,,,,,1211,5.48,35.54,,,,1211,2.48,35.02
1213,5.46,35.02,,,,,,,,,,1213,5.46,35.54,,,,1213,2.46,35.02
1215,5.45,35.02,,,,,,,,,,1215,5.45,35.54,,,,1215,2.45,35.02
1217,5.39,35,,,,,,,,,,1217,5.39,35.52,,,,1217,2.39,35
1219,5.43,35.02,,,,,,,,,,1219,5.43,35.54,,,,1219,2.43,35.02
1221,5.43,35.02,,,,,,,,,,1221,5.43,35.54,,,,1221,2.43,35.02
1223,5.43,35.02,,,,,,,,,,1223,5.43,35.54,,,,1223,2.43,35.02
1225,5.43,35.02,,,,,,,,,,1225,5.43,35.54,,,,1225,2.43,35.02
1227,5.43,35.02,,,,,,,,,,1227,5.43,35.54,,,,1227,2.43,35.02
1229,5.43,35.02,,,,,,,,,,1229,5.43,35.54,,,,1229,2.43,35.02
1231,5.44,35.03,,,,,,,,,,1231,5.44,35.55,,,,1231,2.44,35.03
1233,5.43,35.03,,,,,,,,,,1233,5.43,35.55,,,,1233,2.43,35.03
1235,5.42,35.03,,,,,,,,,,1235,5.42,35.55,,,,1235,2.42,35.03
1237,5.4,35.02,,,,,,,,,,1237,5.4,35.54,,,,1237,2.4,35.02
1239,5.39,35.03,,,,,,,,,,1239,5.39,35.55,,,,1239,2.39,35.03
1241,5.28,34.99,,,,,,,,,,1241,5.28,35.51,,,,1241,2.28,34.99
1243,5.41,35.03,,,,,,,,,,1243,5.41,35.55,,,,1243,2.41,35.03
1245,5.33,35.03,,,,,,,,,,1245,5.33,35.55,,,,1245,2.33,35.03
1247,5.32,35.02,,,,,,,,,,1247,5.32,35.54,,,,1247,2.32,35.02
1249,5.3,35.02,,,,,,,,,,1249,5.3,35.54,,,,1249,2.3,35.02
1251,5.39,35.03,,,,,,,,,,1251,5.39,35.55,,,,1251,2.39,35.03
1253,5.28,35.02,,,,,,,,,,1253,5.28,35.54,,,,1253,2.28,35.02
1255,5.28,35.02,,,,,,,,,,1255,5.28,35.54,,,,1255,2.28,35.02
1257,5.27,35.02,,,,,,,,,,1257,5.27,35.54,,,,1257,2.27,35.02
1259,5.26,35.02,,,,,,,,,,1259,5.26,35.54,,,,1259,2.26,35.02
1261,5.24,35.02,,,,,,,,,,1261,5.24,35.54,,,,1261,2.24,35.02
1263,5.23,35.02,,,,,,,,,,1263,5.23,35.54,,,,1263,2.23,35.02
1265,5.34,35.03,,,,,,,,,,1265,5.34,35.55,,,,1265,2.34,35.03
1266,5.18,35,,,,,,,,,,1266,5.18,35.52,,,,1266,2.18,35
1267,5.34,35.03,,,,,,,,,,1267,5.34,35.55,,,,1267,2.34,35.03
1269,5.34,35.03,,,,,,,,,,1269,5.34,35.55,,,,1269,2.34,35.03
1271,5.19,35.02,,,,,,,,,,1271,5.19,35.54,,,,1271,2.19,35.02
1273,5.18,35.02,,,,,,,,,,1273,5.18,35.54,,,,1273,2.18,35.02
1274,5.17,35,,,,,,,,,,1274,5.17,35.52,,,,1274,2.17,35
1275,5.16,35.02,,,,,,,,,,1275,5.16,35.54,,,,1275,2.16,35.02
1276,5.16,35,,,,,,,,,,1276,5.16,35.52,,,,1276,2.16,35
1277,5.15,35.02,,,,,,,,,,1277,5.15,35.54,,,,1277,2.15,35.02
1278,5.15,35.02,,,,,,,,,,1278,5.15,35.54,,,,1278,2.15,35.02
1280,5.15,35.02,,,,,,,,,,1280,5.15,35.54,,,,1280,2.15,35.02
1282,5.15,35,,,,,,,,,,1282,5.15,35.52,,,,1282,2.15,35
1283,5.15,35.02,,,,,,,,,,1283,5.15,35.54,,,,1283,2.15,35.02
1284,5.14,35,,,,,,,,,,1284,5.14,35.52,,,,1284,2.14,35
1286,5.15,35.02,,,,,,,,,,1286,5.15,35.54,,,,1286,2.15,35.02
1288,5.13,35.01,,,,,,,,,,1288,5.13,35.53,,,,1288,2.13,35.01
1290,5.13,35.01,,,,,,,,,,1290,5.13,35.53,,,,1290,2.13,35.01
1292,5.12,35.01,,,,,,,,,,1292,5.12,35.53,,,,1292,2.12,35.01
1294,5.11,35.01,,,,,,,,,,1294,5.11,35.53,,,,1294,2.11,35.01
1296,5.1,35.01,,,,,,,,,,1296,5.1,35.53,,,,1296,2.1,35.01
1298,5.1,35.01,,,,,,,,,,1298,5.1,35.53,,,,1298,2.1,35.01
1300,5.24,35.03,,,,,,,,,,1300,5.24,35.55,,,,1300,2.24,35.03
1302,5.08,35.01,,,,,,,,,,1302,5.08,35.53,,,,1302,2.08,35.01
1304,5.21,35.03,,,,,,,,,,1304,5.21,35.55,,,,1304,2.21,35.03
1306,5.06,35,,,,,,,,,,1306,5.06,35.52,,,,1306,2.06,35
1308,5.17,35.02,,,,,,,,,,1308,5.17,35.54,,,,1308,2.17,35.02
1310,5.06,35.01,,,,,,,,,,1310,5.06,35.53,,,,1310,2.06,35.01
1312,5.05,35.01,,,,,,,,,,1312,5.05,35.53,,,,1312,2.05,35.01
1314,5.05,35.01,,,,,,,,,,1314,5.05,35.53,,,,1314,2.05,35.01
1316,5.04,35,,,,,,,,,,1316,5.04,35.52,,,,1316,2.04,35
1318,5.03,35.01,,,,,,,,,,1318,5.03,35.53,,,,1318,2.03,35.01
1320,5.1,35.02,,,,,,,,,,1320,5.1,35.54,,,,1320,2.1,35.02
1322,5.01,35.01,,,,,,,,,,1322,5.01,35.53,,,,1322,2.01,35.01
1324,5.02,35,,,,,,,,,,1324,5.02,35.52,,,,1324,2.02,35
1326,5.02,35,,,,,,,,,,1326,5.02,35.52,,,,1326,2.02,35
1328,5.01,35,,,,,,,,,,1328,5.01,35.52,,,,1328,2.01,35
1330,5.04,35.01,,,,,,,,,,1330,5.04,35.53,,,,1330,2.04,35.01
1332,5.02,35.01,,,,,,,,,,1332,5.02,35.53,,,,1332,2.02,35.01
1334,4.98,35.01,,,,,,,,,,1334,4.98,35.53,,,,1334,1.98,35.01
1336,4.98,35.01,,,,,,,,,,1336,4.98,35.53,,,,1336,1.98,35.01
1338,5,35.01,,,,,,,,,,1338,5,35.53,,,,1338,2,35.01
1340,4.96,35,,,,,,,,,,1340,4.96,35.52,,,,1340,1.96,35
1342,4.95,35,,,,,,,,,,1342,4.95,35.52,,,,1342,1.95,35
1344,4.95,35,,,,,,,,,,1344,4.95,35.52,,,,1344,1.95,35
1346,4.94,35.01,,,,,,,,,,1346,4.94,35.53,,,,1346,1.94,35.01
1348,4.94,35.01,,,,,,,,,,1348,4.94,35.53,,,,1348,1.94,35.01
1350,4.95,35.02,,,,,,,,,,1350,4.95,35.54,,,,1350,1.95,35.02
1351,4.94,35,,,,,,,,,,1351,4.94,35.52,,,,1351,1.94,35
1352,4.94,35.02,,,,,,,,,,1352,4.94,35.54,,,,1352,1.94,35.02
1354,4.94,35.02,,,,,,,,,,1354,4.94,35.54,,,,1354,1.94,35.02
1355,4.93,35,,,,,,,,,,1355,4.93,35.52,,,,1355,1.93,35
1356,4.93,35.02,,,,,,,,,,1356,4.93,35.54,,,,1356,1.93,35.02
1357,4.92,35,,,,,,,,,,1357,4.92,35.52,,,,1357,1.92,35
1358,4.92,35.02,,,,,,,,,,1358,4.92,35.54,,,,1358,1.92,35.02
1359,4.91,35.02,,,,,,,,,,1359,4.91,35.54,,,,1359,1.91,35.02
1361,4.91,35.02,,,,,,,,,,1361,4.91,35.54,,,,1361,1.91,35.02
1363,4.91,35,,,,,,,,,,1363,4.91,35.52,,,,1363,1.91,35
1365,4.9,35,,,,,,,,,,1365,4.9,35.52,,,,1365,1.9,35
1366,4.9,35.02,,,,,,,,,,1366,4.9,35.54,,,,1366,1.9,35.02
1367,4.89,35,,,,,,,,,,1367,4.89,35.52,,,,1367,1.89,35
1369,4.9,35.02,,,,,,,,,,1369,4.9,35.54,,,,1369,1.9,35.02
1371,4.89,35,,,,,,,,,,1371,4.89,35.52,,,,1371,1.89,35
1373,4.87,35,,,,,,,,,,1373,4.87,35.52,,,,1373,1.87,35
1375,4.88,35,,,,,,,,,,1375,4.88,35.52,,,,1375,1.88,35
1377,4.86,35,,,,,,,,,,1377,4.86,35.52,,,,1377,1.86,35
1379,4.88,35,,,,,,,,,,1379,4.88,35.52,,,,1379,1.88,35
1381,4.88,35,,,,,,,,,,1381,4.88,35.52,,,,1381,1.88,35
1383,4.83,35,,,,,,,,,,1383,4.83,35.52,,,,1383,1.83,35
1385,4.82,35,,,,,,,,,,1385,4.82,35.52,,,,1385,1.82,35
1387,4.87,35,,,,,,,,,,1387,4.87,35.52,,,,1387,1.87,35
1389,4.81,35,,,,,,,,,,1389,4.81,35.52,,,,1389,1.81,35
1391,4.87,35.02,,,,,,,,,,1391,4.87,35.54,,,,1391,1.87,35.02
1393,4.86,35.02,,,,,,,,,,1393,4.86,35.54,,,,1393,1.86,35.02
1395,4.84,35,,,,,,,,,,1395,4.84,35.52,,,,1395,1.84,35
1397,4.84,35,,,,,,,,,,1397,4.84,35.52,,,,1397,1.84,35
1399,4.84,35.02,,,,,,,,,,1399,4.84,35.54,,,,1399,1.84,35.02
1401,4.83,35.02,,,,,,,,,,1401,4.83,35.54,,,,1401,1.83,35.02
1403,4.78,35,,,,,,,,,,1403,4.78,35.52,,,,1403,1.78,35
1405,4.77,35,,,,,,,,,,1405,4.77,35.52,,,,1405,1.77,35
1407,4.8,35.02,,,,,,,,,,1407,4.8,35.54,,,,1407,1.8,35.02
1409,4.81,35,,,,,,,,,,1409,4.81,35.52,,,,1409,1.81,35
1411,4.81,35,,,,,,,,,,1411,4.81,35.52,,,,1411,1.81,35
1413,4.74,35,,,,,,,,,,1413,4.74,35.52,,,,1413,1.74,35
1415,4.73,35,,,,,,,,,,1415,4.73,35.52,,,,1415,1.73,35
1417,4.76,35.02,,,,,,,,,,1417,4.76,35.54,,,,1417,1.76,35.02
1419,4.76,35.02,,,,,,,,,,1419,4.76,35.54,,,,1419,1.76,35.02
1421,4.7,35,,,,,,,,,,1421,4.7,35.52,,,,1421,1.7,35
1423,4.7,35,,,,,,,,,,1423,4.7,35.52,,,,1423,1.7,35
1425,4.69,35,,,,,,,,,,1425,4.69,35.52,,,,1425,1.69,35
1427,4.73,35.02,,,,,,,,,,1427,4.73,35.54,,,,1427,1.73,35.02
1428,4.67,35,,,,,,,,,,1428,4.67,35.52,,,,1428,1.67,35
1429,4.77,35,,,,,,,,,,1429,4.77,35.52,,,,1429,1.77,35
1430,4.71,35.02,,,,,,,,,,1430,4.71,35.54,,,,1430,1.71,35.02
1431,4.66,35,,,,,,,,,,1431,4.66,35.52,,,,1431,1.66,35
1433,4.7,35.02,,,,,,,,,,1433,4.7,35.54,,,,1433,1.7,35.02
1434,4.75,35,,,,,,,,,,1434,4.75,35.52,,,,1434,1.75,35
1435,4.69,35.02,,,,,,,,,,1435,4.69,35.54,,,,1435,1.69,35.02
1436,4.68,35.02,,,,,,,,,,1436,4.68,35.54,,,,1436,1.68,35.02
1438,4.68,35.02,,,,,,,,,,1438,4.68,35.54,,,,1438,1.68,35.02
1440,4.67,35.02,,,,,,,,,,1440,4.67,35.54,,,,1440,1.67,35.02
1441,4.63,35,,,,,,,,,,1441,4.63,35.52,,,,1441,1.63,35
1442,4.67,35.02,,,,,,,,,,1442,4.67,35.54,,,,1442,1.67,35.02
1443,4.62,35,,,,,,,,,,1443,4.62,35.52,,,,1443,1.62,35
1444,4.65,35.02,,,,,,,,,,1444,4.65,35.54,,,,1444,1.65,35.02
1446,4.61,35,,,,,,,,,,1446,4.61,35.52,,,,1446,1.61,35
1448,4.6,35,,,,,,,,,,1448,4.6,35.52,,,,1448,1.6,35
1450,4.69,35,,,,,,,,,,1450,4.69,35.52,,,,1450,1.69,35
1452,4.62,35.02,,,,,,,,,,1452,4.62,35.54,,,,1452,1.62,35.02
1454,4.62,35.02,,,,,,,,,,1454,4.62,35.54,,,,1454,1.62,35.02
1456,4.57,35,,,,,,,,,,1456,4.57,35.52,,,,1456,1.57,35
1458,4.57,35,,,,,,,,,,1458,4.57,35.52,,,,1458,1.57,35
1460,4.6,35.02,,,,,,,,,,1460,4.6,35.54,,,,1460,1.6,35.02
1462,4.6,35.02,,,,,,,,,,1462,4.6,35.54,,,,1462,1.6,35.02
1464,4.59,35.02,,,,,,,,,,1464,4.59,35.54,,,,1464,1.59,35.02
1466,4.55,35,,,,,,,,,,1466,4.55,35.52,,,,1466,1.55,35
1468,4.59,35.02,,,,,,,,,,1468,4.59,35.54,,,,1468,1.59,35.02
1470,4.58,35.02,,,,,,,,,,1470,4.58,35.54,,,,1470,1.58,35.02
1472,4.58,35.02,,,,,,,,,,1472,4.58,35.54,,,,1472,1.58,35.02
1474,4.54,35,,,,,,,,,,1474,4.54,35.52,,,,1474,1.54,35
1476,4.54,35,,,,,,,,,,1476,4.54,35.52,,,,1476,1.54,35
1478,4.57,35.02,,,,,,,,,,1478,4.57,35.54,,,,1478,1.57,35.02
1480,4.59,35,,,,,,,,,,1480,4.59,35.52,,,,1480,1.59,35
1482,4.53,35,,,,,,,,,,1482,4.53,35.52,,,,1482,1.53,35
1484,4.56,35.01,,,,,,,,,,1484,4.56,35.53,,,,1484,1.56,35.01
1486,4.55,35.02,,,,,,,,,,1486,4.55,35.54,,,,1486,1.55,35.02
1488,4.52,35,,,,,,,,,,1488,4.52,35.52,,,,1488,1.52,35
1490,4.52,35,,,,,,,,,,1490,4.52,35.52,,,,1490,1.52,35
1492,4.51,35,,,,,,,,,,1492,4.51,35.52,,,,1492,1.51,35
1494,4.51,35,,,,,,,,,,1494,4.51,35.52,,,,1494,1.51,35
1496,4.52,35,,,,,,,,,,1496,4.52,35.52,,,,1496,1.52,35
1498,4.48,35.01,,,,,,,,,,1498,4.48,35.53,,,,1498,1.48,35.01
1500,4.47,35.01,,,,,,,,,,1500,4.47,35.53,,,,1500,1.47,35.01
1502,4.46,35.01,,,,,,,,,,1502,4.46,35.53,,,,1502,1.46,35.01
1504,4.48,35,,,,,,,,,,1504,4.48,35.52,,,,1504,1.48,35
1505,4.47,35,,,,,,,,,,1505,4.47,35.52,,,,1505,1.47,35
1506,4.44,35.01,,,,,,,,,,1506,4.44,35.53,,,,1506,1.44,35.01
1508,4.48,35,,,,,,,,,,1508,4.48,35.52,,,,1508,1.48,35
1510,4.43,35.01,,,,,,,,,,1510,4.43,35.53,,,,1510,1.43,35.01
1511,4.47,35,,,,,,,,,,1511,4.47,35.52,,,,1511,1.47,35
1512,4.42,35.01,,,,,,,,,,1512,4.42,35.53,,,,1512,1.42,35.01
1513,4.39,35,,,,,,,,,,1513,4.39,35.52,,,,1513,1.39,35
1515,4.38,35,,,,,,,,,,1515,4.38,35.52,,,,1515,1.38,35
1517,4.38,35,,,,,,,,,,1517,4.38,35.52,,,,1517,1.38,35
1519,4.45,35,,,,,,,,,,1519,4.45,35.52,,,,1519,1.45,35
1521,4.36,35,,,,,,,,,,1521,4.36,35.52,,,,1521,1.36,35
1522,4.44,35,,,,,,,,,,1522,4.44,35.52,,,,1522,1.44,35
1523,4.36,35,,,,,,,,,,1523,4.36,35.52,,,,1523,1.36,35
1525,4.42,35,,,,,,,,,,1525,4.42,35.52,,,,1525,1.42,35
1527,4.41,35,,,,,,,,,,1527,4.41,35.52,,,,1527,1.41,35
1529,4.41,35,,,,,,,,,,1529,4.41,35.52,,,,1529,1.41,35
1531,4.35,35,,,,,,,,,,1531,4.35,35.52,,,,1531,1.35,35
1533,4.4,35,,,,,,,,,,1533,4.4,35.52,,,,1533,1.4,35
1535,4.39,35,,,,,,,,,,1535,4.39,35.52,,,,1535,1.39,35
1537,4.33,35,,,,,,,,,,1537,4.33,35.52,,,,1537,1.33,35
1539,4.33,35,,,,,,,,,,1539,4.33,35.52,,,,1539,1.33,35
1541,4.38,35,,,,,,,,,,1541,4.38,35.52,,,,1541,1.38,35
1543,4.31,35,,,,,,,,,,1543,4.31,35.52,,,,1543,1.31,35
1545,4.38,35,,,,,,,,,,1545,4.38,35.52,,,,1545,1.38,35
1547,4.38,35,,,,,,,,,,1547,4.38,35.52,,,,1547,1.38,35
1549,4.37,35,,,,,,,,,,1549,4.37,35.52,,,,1549,1.37,35
1551,4.29,35,,,,,,,,,,1551,4.29,35.52,,,,1551,1.29,35
1553,4.36,35,,,,,,,,,,1553,4.36,35.52,,,,1553,1.36,35
1555,4.36,35,,,,,,,,,,1555,4.36,35.52,,,,1555,1.36,35
1557,4.34,35,,,,,,,,,,1557,4.34,35.52,,,,1557,1.34,35
1559,4.28,35,,,,,,,,,,1559,4.28,35.52,,,,1559,1.28,35
1561,4.27,35,,,,,,,,,,1561,4.27,35.52,,,,1561,1.27,35
1563,4.34,35,,,,,,,,,,1563,4.34,35.52,,,,1563,1.34,35
1565,4.34,35,,,,,,,,,,1565,4.34,35.52,,,,1565,1.34,35
1567,4.31,35,,,,,,,,,,1567,4.31,35.52,,,,1567,1.31,35
1569,4.25,35,,,,,,,,,,1569,4.25,35.52,,,,1569,1.25,35
1571,4.25,35,,,,,,,,,,1571,4.25,35.52,,,,1571,1.25,35
1573,4.25,35,,,,,,,,,,1573,4.25,35.52,,,,1573,1.25,35
1575,4.23,35,,,,,,,,,,1575,4.23,35.52,,,,1575,1.23,35
1577,4.3,35,,,,,,,,,,1577,4.3,35.52,,,,1577,1.3,35
1579,4.27,35,,,,,,,,,,1579,4.27,35.52,,,,1579,1.27,35
1581,4.22,35,,,,,,,,,,1581,4.22,35.52,,,,1581,1.22,35
1583,4.21,35,,,,,,,,,,1583,4.21,35.52,,,,1583,1.21,35
1584,4.29,35,,,,,,,,,,1584,4.29,35.52,,,,1584,1.29,35
1585,4.21,35,,,,,,,,,,1585,4.21,35.52,,,,1585,1.21,35
1586,4.26,35,,,,,,,,,,1586,4.26,35.52,,,,1586,1.26,35
1587,4.2,35,,,,,,,,,,1587,4.2,35.52,,,,1587,1.2,35
1588,4.25,35,,,,,,,,,,1588,4.25,35.52,,,,1588,1.25,35
1590,4.25,35,,,,,,,,,,1590,4.25,35.52,,,,1590,1.25,35
1592,4.28,35,,,,,,,,,,1592,4.28,35.52,,,,1592,1.28,35
1594,4.24,35,,,,,,,,,,1594,4.24,35.52,,,,1594,1.24,35
1596,4.23,35,,,,,,,,,,1596,4.23,35.52,,,,1596,1.23,35
1598,4.17,35,,,,,,,,,,1598,4.17,35.52,,,,1598,1.17,35
1600,4.21,35,,,,,,,,,,1600,4.21,35.52,,,,1600,1.21,35
1602,4.16,35,,,,,,,,,,1602,4.16,35.52,,,,1602,1.16,35
1604,4.16,35,,,,,,,,,,1604,4.16,35.52,,,,1604,1.16,35
1606,4.23,35,,,,,,,,,,1606,4.23,35.52,,,,1606,1.23,35
1608,4.19,35,,,,,,,,,,1608,4.19,35.52,,,,1608,1.19,35
1610,4.15,35,,,,,,,,,,1610,4.15,35.52,,,,1610,1.15,35
1612,4.23,35,,,,,,,,,,1612,4.23,35.52,,,,1612,1.23,35
1614,4.23,35,,,,,,,,,,1614,4.23,35.52,,,,1614,1.23,35
1616,4.23,35,,,,,,,,,,1616,4.23,35.52,,,,1616,1.23,35
1618,4.14,35,,,,,,,,,,1618,4.14,35.52,,,,1618,1.14,35
1620,4.14,35,,,,,,,,,,1620,4.14,35.52,,,,1620,1.14,35
1622,4.16,35,,,,,,,,,,1622,4.16,35.52,,,,1622,1.16,35
1624,4.14,35,,,,,,,,,,1624,4.14,35.52,,,,1624,1.14,35
1626,4.13,35,,,,,,,,,,1626,4.13,35.52,,,,1626,1.13,35
1628,4.21,35,,,,,,,,,,1628,4.21,35.52,,,,1628,1.21,35
1630,4.15,34.99,,,,,,,,,,1630,4.15,35.51,,,,1630,1.15,34.99
1632,4.11,34.99,,,,,,,,,,1632,4.11,35.51,,,,1632,1.11,34.99
1634,4.2,34.99,,,,,,,,,,1634,4.2,35.51,,,,1634,1.2,34.99
1636,4.19,34.99,,,,,,,,,,1636,4.19,35.51,,,,1636,1.19,34.99
1638,4.14,35,,,,,,,,,,1638,4.14,35.52,,,,1638,1.14,35
1640,4.09,34.99,,,,,,,,,,1640,4.09,35.51,,,,1640,1.09,34.99
1642,4.13,35,,,,,,,,,,1642,4.13,35.52,,,,1642,1.13,35
1644,4.13,35,,,,,,,,,,1644,4.13,35.52,,,,1644,1.13,35
1646,4.08,34.99,,,,,,,,,,1646,4.08,35.51,,,,1646,1.08,34.99
1648,4.07,34.99,,,,,,,,,,1648,4.07,35.51,,,,1648,1.07,34.99
1650,4.11,34.99,,,,,,,,,,1650,4.11,35.51,,,,1650,1.11,34.99
1651,4.16,34.99,,,,,,,,,,1651,4.16,35.51,,,,1651,1.16,34.99
1652,4.11,35,,,,,,,,,,1652,4.11,35.52,,,,1652,1.11,35
1654,4.06,34.99,,,,,,,,,,1654,4.06,35.51,,,,1654,1.06,34.99
1656,4.06,34.99,,,,,,,,,,1656,4.06,35.51,,,,1656,1.06,34.99
1657,4.15,34.99,,,,,,,,,,1657,4.15,35.51,,,,1657,1.15,34.99
1658,4.05,34.99,,,,,,,,,,1658,4.05,35.51,,,,1658,1.05,34.99
1659,4.05,34.99,,,,,,,,,,1659,4.05,35.51,,,,1659,1.05,34.99
1661,4.04,34.99,,,,,,,,,,1661,4.04,35.51,,,,1661,1.04,34.99
1662,4.1,35,,,,,,,,,,1662,4.1,35.52,,,,1662,1.1,35
1663,4.03,34.99,,,,,,,,,,1663,4.03,35.51,,,,1663,1.03,34.99
1664,4.1,35,,,,,,,,,,1664,4.1,35.52,,,,1664,1.1,35
1665,4.09,35,,,,,,,,,,1665,4.09,35.52,,,,1665,1.09,35
1667,4.02,34.99,,,,,,,,,,1667,4.02,35.51,,,,1667,1.02,34.99
1669,4.02,34.99,,,,,,,,,,1669,4.02,35.51,,,,1669,1.02,34.99
1671,4.12,34.99,,,,,,,,,,1671,4.12,35.51,,,,1671,1.12,34.99
1673,4.11,34.99,,,,,,,,,,1673,4.11,35.51,,,,1673,1.11,34.99
1675,4.11,34.99,,,,,,,,,,1675,4.11,35.51,,,,1675,1.11,34.99
1677,4,34.99,,,,,,,,,,1677,4,35.51,,,,1677,1,34.99
1679,4.1,34.99,,,,,,,,,,1679,4.1,35.51,,,,1679,1.1,34.99
1681,4,34.99,,,,,,,,,,1681,4,35.51,,,,1681,1,34.99
1683,3.99,34.99,,,,,,,,,,1683,3.99,35.51,,,,1683,0.99,34.99
1685,4.05,35,,,,,,,,,,1685,4.05,35.52,,,,1685,1.05,35
1687,4.04,35,,,,,,,,,,1687,4.04,35.52,,,,1687,1.04,35
1689,3.98,34.99,,,,,,,,,,1689,3.98,35.51,,,,1689,0.98,34.99
1691,4.07,34.99,,,,,,,,,,1691,4.07,35.51,,,,1691,1.07,34.99
1693,3.98,34.99,,,,,,,,,,1693,3.98,35.51,,,,1693,0.98,34.99
1695,4.02,35,,,,,,,,,,1695,4.02,35.52,,,,1695,1.02,35
1697,3.97,34.99,,,,,,,,,,1697,3.97,35.51,,,,1697,0.97,34.99
1699,4.05,34.99,,,,,,,,,,1699,4.05,35.51,,,,1699,1.05,34.99
1701,4,35,,,,,,,,,,1701,4,35.52,,,,1701,1,35
1703,3.97,34.99,,,,,,,,,,1703,3.97,35.51,,,,1703,0.97,34.99
1705,4,35,,,,,,,,,,1705,4,35.52,,,,1705,1,35
1707,4.03,34.99,,,,,,,,,,1707,4.03,35.51,,,,1707,1.03,34.99
1709,3.99,35,,,,,,,,,,1709,3.99,35.52,,,,1709,0.99,35
